,rxn_id,SMIRKS,condition,class_I,class_II,two_reacs,one_rad,not_spectator,rxn_smiles,HAT,elem_surrogate,no_paton_data,specific_rxn,formal_charges
362,3974,"[H:20][CH:21](C)C=O.[OH:10]>>[H:20][OH:10].C[CH:21]C=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCC=O.[OH]>>C[CH]C=O.O,True,True,False,True,False
364,4040,"[H:20][CH:21]1CCC=C1.C1CC(=O)[N:10]C1=O>>[H:20][N:10]1C(=O)CCC1=O.C1C[CH:21]C=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,C1=CCCC1.O=C1CCC(=O)[N]1>>[CH]1C=CCC1.O=C1CCC(=O)N1,True,True,False,True,False
365,4049,"[H:20][CH:21]1C2=C(C=CC=C2)C3=CC=CC=C13.C1CC(=O)[N:10]C1=O>>[H:20][N:10]1C(=O)CCC1=O.C1=CC=C2C3=C(C=CC=C3)[CH:21]C2=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,c1ccc2c(c1)Cc1ccccc1-2.O=C1CCC(=O)[N]1>>[CH]1c2ccccc2-c2ccccc21.O=C1CCC(=O)N1,True,True,False,True,False
376,4096,"[O:10]C.C[C:21]([H:20])(O)[H]>>C[O:10][H:20].C[C:21](O)[H] 10-10,20; 20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCO.C[O]>>C[CH]O.CO,True,True,False,True,False
380,4126,"[H:20][O:21]C1=C(C(=C2C(=C1C)CCC(O2)(C)C)C)C.[OH:10]>>[H:20][OH:10].CC1=C(C(=C2CCC(OC2=C1C)(C)C)C)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,Cc1c(C)c2c(c(C)c1O)CCC(C)(C)O2.[OH]>>Cc1c(C)c2c(c(C)c1[O])CCC(C)(C)O2.O,True,True,False,True,False
398,4207,"[H:34][C:27]([CH2:26][CH:19]([CH3:18])[C:20]1=[CH:21][CH:22]=[CH:23][CH:24]=[CH:25]1)[C:28]2=[CH:29][CH:30]=[CH:31][CH:32]=[CH:33]2.[H:9][C:2]([CH3:1])([CH2:10][CH2:11][C:12]1=[CH:13][CH:14]=[CH:15][CH:16]=[CH:17]1)[C:3]2=[CH:4][CH:5]=[CH:6][CH:7]=[CH:8]2>>[H:34][C:27]([H:9])([CH2:26][CH:19]([CH3:18])[C:20]1=[CH:21][CH:22]=[CH:23][CH:24]=[CH:25]1)[C:28]2=[CH:29][CH:30]=[CH:31][CH:32]=[CH:33]2.[CH3:1][C:2]([CH2:10][CH2:11][C:12]1=[CH:13][CH:14]=[CH:15][CH:16]=[CH:17]1)[C:3]2=[CH:4][CH:5]=[CH:6][CH:7]=[CH:8]2 27-27,9;2,9-9,27;2,9-2",Room Temperature,Propagation,abstraction,True,True,True,CC(CCc1ccccc1)c1ccccc1.CC(C[CH]c1ccccc1)c1ccccc1>>C[C](CCc1ccccc1)c1ccccc1.CC(CCc1ccccc1)c1ccccc1,True,True,False,True,False
489,4547,"[H:19][C:18](=[CH:17][C:2]([H:1])([H:16])[CH:3]=[CH:4][CH2:5][CH:6]=[CH:7][CH2:8][CH:9]=[CH:10][CH2:11][CH2:12][CH2:13][CH2:14][CH3:15])[CH2:20][CH2:21][CH2:22][C:23](=[O:26])[O:24][H:25].[H:27][C:28](=[CH:42][C:43]([H:46])([CH2:47][CH2:48][CH2:49][C:50](=[O:53])[O:51][H:52])[O:44][O:45])[CH:29]=[CH:30][CH2:31][CH:32]=[CH:33][CH2:34][CH:35]=[CH:36][CH2:37][CH2:38][CH2:39][CH2:40][CH3:41]>>[H:19][C:18](=[CH:17][C:2]([H:1])[CH:3]=[CH:4][CH2:5][CH:6]=[CH:7][CH2:8][CH:9]=[CH:10][CH2:11][CH2:12][CH2:13][CH2:14][CH3:15])[CH2:20][CH2:21][CH2:22][C:23](=[O:26])[O:24][H:25].[H:27][C:28](=[CH:42][C:43]([H:46])([CH2:47][CH2:48][CH2:49][C:50](=[O:53])[O:51][H:52])[O:44][O:45][H:16])[CH:29]=[CH:30][CH2:31][CH:32]=[CH:33][CH2:34][CH:35]=[CH:36][CH2:37][CH2:38][CH2:39][CH2:40][CH3:41] 45-45,16;2,16-45,16;2,16-2",Room Temperature,Propagation,abstraction,True,True,True,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O.CCCCCC=CCC=CCC=CC=CC(CCCC(=O)O)O[O]>>CCCCCC=CCC=CCC=C[CH]C=CCCCC(=O)O.CCCCCC=CCC=CCC=CC=CC(CCCC(=O)O)OO,True,True,False,True,False
493,4566,"[H:30][C:29]([H:31])([CH:28]=[CH:27][CH2:26][CH2:25][CH2:24][CH2:23][CH2:22][CH3:21])[CH:32]=[CH:33][CH2:34][CH2:35][CH2:36][CH2:37][CH2:38][CH2:39][C:40](=[O:43])[O:41][CH3:42].[CH3:18][CH2:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH:10]=[CH:9][CH:8]=[CH:7][CH:6]([CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[O:19][O:20]>>[H:30][C:29]([CH:28]=[CH:27][CH2:26][CH2:25][CH2:24][CH2:23][CH2:22][CH3:21])[CH:32]=[CH:33][CH2:34][CH2:35][CH2:36][CH2:37][CH2:38][CH2:39][C:40](=[O:43])[O:41][CH3:42].[H:31][O:20][O:19][CH:6]([CH2:5][CH2:4][CH2:3][CH2:2][CH3:1])[CH:7]=[CH:8][CH:9]=[CH:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][CH2:17][CH3:18] 20-31,20;31,29-31,20;31,29-29",Room Temperature,Propagation,abstraction,True,True,True,CCCCCCC=CCC=CCCCCCCC(=O)OC.CCCCCCCCC=CC=CC(CCCCC)O[O]>>CCCCCCC=C[CH]C=CCCCCCCC(=O)OC.CCCCCCCCC=CC=CC(CCCCC)OO,True,True,False,True,False
494,4569,"[H:4][C:3]([H:5])([CH:2]=[CH2:1])[CH:6]=[CH2:7].[CH3:8][CH2:9][CH2:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH:16]=[CH:17][CH:18]=[CH:19][CH:20]([CH2:21][CH2:22][CH2:23][CH2:24][CH3:25])[O:26][O:27]>>[H:4][C:3]([CH:2]=[CH2:1])[CH:6]=[CH2:7].[H:5][O:27][O:26][CH:20]([CH2:21][CH2:22][CH2:23][CH2:24][CH3:25])[CH:19]=[CH:18][CH:17]=[CH:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][CH3:8] 27-27,5;5,3-27,5;5,3-3",Room Temperature,Propagation,abstraction,True,True,True,C=CCC=C.CCCCCCCCC=CC=CC(CCCCC)O[O]>>C=C[CH]C=C.CCCCCCCCC=CC=CC(CCCCC)OO,True,True,False,True,False
495,4572,"[H:22][C:14]([CH3:13])([CH3:23])[O:15][C:16]1=[CH:17][CH:18]=[CH:19][CH:20]=[CH:21]1.[CH3:1][C:2]([CH3:12])([O:5][C:6]1=[CH:7][CH:8]=[CH:9][CH:10]=[CH:11]1)[O:3][O:4]>>[H:22][O:4][O:3][C:2]([CH3:1])([CH3:12])[O:5][C:6]1=[CH:7][CH:8]=[CH:9][CH:10]=[CH:11]1.[CH3:13][C:14]([CH3:23])[O:15][C:16]1=[CH:17][CH:18]=[CH:19][CH:20]=[CH:21]1 4-4,22;22,14-22,4;14,22-14",Room Temperature,Propagation,abstraction,True,True,True,CC(C)Oc1ccccc1.CC(C)(O[O])Oc1ccccc1>>C[C](C)Oc1ccccc1.CC(C)(OO)Oc1ccccc1,True,True,False,True,False
496,4574,"[H:20][CH2:21]C1=CC=CC=C1.[CH3:10]>>[H:20][CH3:10].[CH2:21]C1=CC=CC=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,Cc1ccccc1.[CH3]>>[CH2]c1ccccc1.C,True,True,False,True,False
497,4580,"[H:20][C:21](C)(C)C1=CC=CC=C1.[CH3:10]>>[H:20][CH3:10].C[C:21](C)C1=CC=CC=C1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC(C)c1ccccc1.[CH3]>>C[C](C)c1ccccc1.C,True,True,False,True,False
501,4602,"[H:11][CH2:10][CH:9]=[CH2:8].[CH2:3]1[CH2:4][C:6](=[O:7])[N:5][C:2]1=[O:1]>>[H:11][N:5]1[C:2](=[O:1])[CH2:3][CH2:4][C:6]1=[O:7].[CH2:8]=[CH:9][CH2:10] 5-5,11; 10,11-5,11; 10,11-10",Room Temperature,Propagation,abstraction,True,True,True,C=CC.O=C1CCC(=O)[N]1>>[CH2]C=C.O=C1CCC(=O)N1,True,True,False,True,False
508,4621,"[H:4][C:2]([CH3:1])([CH3:3])[CH3:5].[CH3:6][C:7]([CH3:8])([CH3:10])[O:9]>>[H:4][O:9][C:7]([CH3:6])([CH3:8])[CH3:10].[CH3:1][C:2]([CH3:3])[CH3:5] 9-9,4;2,4-4,9;2,4-2",Room Temperature,Propagation,abstraction,True,True,True,CC(C)C.CC(C)(C)[O]>>C[C](C)C.CC(C)(C)O,True,True,False,True,False
512,4634,"[H:20][CH:21]1CCC2=C1C=CC=C2.C1CC(=O)[N:10]C1=O>>[H:20][N:10]1C(=O)CCC1=O.C1CC2=C([CH:21]1)C=CC=C2 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,c1ccc2c(c1)CCC2.O=C1CCC(=O)[N]1>>[CH]1CCc2ccccc21.O=C1CCC(=O)N1,True,True,False,True,False
513,4638,"[H:6][C:5](=[O:7])[CH2:4][CH2:3][CH:2]([CH3:1])[CH3:8].[CH:10]1=[CH:9][CH:14]=[C:13][CH:12]=[CH:11]1>>[H:6][C:9]1=[CH:10][CH:11]=[CH:12][CH:13]=[CH:14]1.[CH3:1][CH:2]([CH3:8])[CH2:3][CH2:4][C:5]=[O:7] 6,5-5;13-6,13;5,6-13,6",Room Temperature,Propagation,abstraction,True,True,True,CC(C)CCC=O.[c]1ccccc1>>CC(C)CC[C]=O.c1ccccc1,True,True,False,True,False
514,4639,"[H:5][C:4]([H:6])[CH2:3][CH:2]([CH3:1])[CH3:7].[H:13][C:12](=[O:14])[CH2:11][CH2:10][CH:9]([CH3:8])[CH3:15]>>[H:5][C:4]([H:6])([H:13])[CH2:3][CH:2]([CH3:1])[CH3:7].[CH3:8][CH:9]([CH3:15])[CH2:10][CH2:11][C:12]=[O:14] 13,12-12;4-4,13;12,13-4,13",Room Temperature,Propagation,abstraction,True,True,True,CC(C)CCC=O.[CH2]CC(C)C>>CC(C)CC[C]=O.CCC(C)C,True,True,False,True,False
521,4696,"[H:13][C:12]([H:14])[CH2:11][CH2:10][CH3:9].[H:5][C:4]([H:6])([CH2:7][CH3:8])[CH2:3][CH2:2][CH3:1]>>[H:5][C:4]([CH2:7][CH3:8])[CH2:3][CH2:2][CH3:1].[H:13][C:12]([H:14])([H:6])[CH2:11][CH2:10][CH3:9] 12-12,6;4,6-12,6;4,6-4",Room Temperature,Propagation,abstraction,True,True,True,CCCCCC.[CH2]CCC>>CC[CH]CCC.CCCC,True,True,False,True,False
524,4701,"[H:20][O:21]C1=C(C=C(C=C1)OC)C(C)(C)C.[OH:10]>>[H:20][OH:10].CC(C)(C)C1=C(C=CC(=C1)OC)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,COc1ccc(O)c(C(C)(C)C)c1.[OH]>>COc1ccc([O])c(C(C)(C)C)c1.O,True,True,False,True,False
534,4765,"[H:5][O:6].[H:1][O:2][O:3][H:4]>>[H:5][O:6][H:4].[H:1][O:2][O:3] 6-6,4; 3,4-3; 3,4-6,4",Room Temperature,Propagation,abstraction,True,True,True,OO.[OH]>>[O]O.O,True,True,False,True,False
535,4772,"[H:1][C:2]([H:3])([H:7])[O:4][O:5][H:6].[H:8][O:9]>>[H:1][C:2]([H:3])([H:7])[O:4][O:5].[H:8][O:9][H:6] 9-9,6; 5,6-9,6; 5,6-5",Room Temperature,Propagation,abstraction,True,True,True,COO.[OH]>>CO[O].O,True,True,False,True,False
536,4773,"[H:1][C:2]([H:3])([H:7])[O:4][O:5][H:6].[H:8][O:9]>>[H:1][C:2]([H:3])[O:4][O:5][H:6].[H:8][O:9][H:7] 9-9,7; 2,7-9,7; 2,7-2",Room Temperature,Propagation,abstraction,True,True,True,COO.[OH]>>[CH2]OO.O,True,True,False,True,False
539,4923,"[H:11][O:10].[H:6][O:5][O:4][C:3]([CH3:9])([CH2:2][OH:1])[CH:7]=[CH2:8]>>[H:11][O:10][H:6].[CH3:9][C:3]([CH2:2][OH:1])([CH:7]=[CH2:8])[O:4][O:5] 10-10,6; 5,6-10,6; 5,6-5",Room Temperature,Propagation,abstraction,True,True,True,C=CC(C)(CO)OO.[OH]>>C=CC(C)(CO)O[O].O,True,True,False,True,False
540,4924,"[H:3][C:2]([H:4])([C:5]([CH3:11])([CH:9]=[CH2:10])[O:6][O:7][H:8])[OH:1].[H:13][O:12]>>[H:3][C:2]([C:5]([CH3:11])([CH:9]=[CH2:10])[O:6][O:7][H:8])[OH:1].[H:13][O:12][H:4] 12-12,4; 2,4-12,4; 2,4-2",Room Temperature,Propagation,abstraction,True,True,True,C=CC(C)(CO)OO.[OH]>>C=CC(C)([CH]O)OO.O,True,True,False,True,False
541,4926,"[H:5][C:4]([H:6])([C:3]([H:8])([C:2](=[CH2:1])[CH3:12])[O:9][O:10][H:11])[OH:7].[H:14][O:13]>>[H:5][C:4]([H:6])([C:3]([H:8])([C:2](=[CH2:1])[CH3:12])[O:9][O:10])[OH:7].[H:14][O:13][H:11] 13-13,11; 10,11-13,11; 10,11-10",Room Temperature,Propagation,abstraction,True,True,True,C=C(C)C(CO)OO.[OH]>>C=C(C)C(CO)O[O].O,True,True,False,True,False
542,4927,"[H:5][C:4]([H:6])([C:3]([H:8])([C:2](=[CH2:1])[CH3:12])[O:9][O:10][H:11])[OH:7].[H:14][O:13]>>[H:5][C:4]([C:3]([H:8])([C:2](=[CH2:1])[CH3:12])[O:9][O:10][H:11])[OH:7].[H:14][O:13][H:6] 13-13,6; 4,6-13,6; 4,6-4",Room Temperature,Propagation,abstraction,True,True,True,C=C(C)C(CO)OO.[OH]>>C=C(C)C([CH]O)OO.O,True,True,False,True,False
543,4929,"[H:10][O:11].[H:9][O:8][O:7][CH2:6][CH:5]=[C:2]([CH3:1])[CH2:3][OH:4]>>[H:10][O:11][H:9].[CH3:1][C:2](=[CH:5][CH2:6][O:7][O:8])[CH2:3][OH:4] 11-11,9; 8,9-11,9; 8,9-8",Room Temperature,Propagation,abstraction,True,True,True,CC(=CCOO)CO.[OH]>>CC(=CCO[O])CO.O,True,True,False,True,False
544,4930,"[H:7][C:6]([H:11])([CH:5]=[C:2]([CH3:1])[CH2:3][OH:4])[O:8][O:9][H:10].[H:12][O:13]>>[H:7][C:6]([CH:5]=[C:2]([CH3:1])[CH2:3][OH:4])[O:8][O:9][H:10].[H:12][O:13][H:11] 13-11,13; 11,6-11,13; 11,6-6",Room Temperature,Propagation,abstraction,True,True,True,CC(=CCOO)CO.[OH]>>CC(=C[CH]OO)CO.O,True,True,False,True,False
545,4931,"[H:9][C:8]([H:10])([CH:7]=[C:2]([CH3:1])[C:3]([H:4])([H:5])[OH:6])[O:11][O:12][H:13].[H:14][O:15]>>[H:4][C:3]([C:2](=[CH:7][C:8]([H:9])([H:10])[O:11][O:12][H:13])[CH3:1])[OH:6].[H:14][O:15][H:5] 15-15,5; 3,5-15,5; 3,5-3",Room Temperature,Propagation,abstraction,True,True,True,CC(=CCOO)CO.[OH]>>CC([CH]O)=CCOO.O,True,True,False,True,False
546,4961,"[H:11][O:10].[H:9][O:8][O:7][CH2:6][CH:5]=[C:3]([CH3:4])[CH:2]=[O:1]>>[H:11][O:10][H:9].[CH3:4][C:3](=[CH:5][CH2:6][O:7][O:8])[CH:2]=[O:1] 10-9,10;8,9-9,10;8,9-8",Room Temperature,Propagation,abstraction,True,True,True,CC(C=O)=CCOO.[OH]>>CC(C=O)=CCO[O].O,True,True,False,True,False
547,4967,"[H:20][C:21](CC)(CC)O.[OH:10]>>[H:20][OH:10].CC[C:21](CC)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCC(O)CC.[OH]>>CC[C](O)CC.O,True,True,False,True,False
548,4969,"[H:6][C:5]([H:7])([H:8])[CH2:4][CH:3]([CH2:2][CH3:1])[OH:9].[H:11][O:10]>>[H:6][C:5]([H:7])[CH2:4][CH:3]([CH2:2][CH3:1])[OH:9].[H:11][O:10][H:8] 5,7-7,10; 5,7-5; 10-10,7",Room Temperature,Propagation,abstraction,True,True,True,CCC(O)CC.[OH]>>[CH2]CC(O)CC.O,True,True,False,True,False
549,4971,"[H:5][C:4]([H:7])([CH3:6])[CH:3]([CH2:2][CH3:1])[OH:8].[H:10][O:9]>>[H:5][C:4]([CH3:6])[CH:3]([CH2:2][CH3:1])[OH:8].[H:10][O:9][H:7] 7,4-4; 7,4-7,9; 9-9,7",Room Temperature,Propagation,abstraction,True,True,True,CCC(O)CC.[OH]>>C[CH]C(O)CC.O,True,True,False,True,False
551,4986,"[H:20][C:21](=O)/C=C/C.[OH:10]>>[H:20][OH:10].C/C=C/[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,C/C=C/C=O.[OH]>>C/C=C/[C]=O.O,True,True,False,True,False
552,4992,"[H:20][CH2:21]CCCCC.[OH:10]>>[H:20][OH:10].CCCCC[CH2:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCCC.[OH]>>[CH2]CCCCC.O,True,True,False,True,False
553,4995,"[H:20][CH:21](C)CCCC.[OH:10]>>[H:20][OH:10].CCCC[CH:21]C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCCC.[OH]>>C[CH]CCCC.O,True,True,False,True,False
554,4998,"[H:20][CH:21](CC)CCC.[OH:10]>>[H:20][OH:10].CCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCCC.[OH]>>CC[CH]CCC.O,True,True,False,True,False
555,5000,"[H:20][CH:21](CC)CCCCCCC.[OH:10]>>[H:20][OH:10].CCCCCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCCCCCCC.[OH]>>CC[CH]CCCCCCC.O,True,True,False,True,False
557,5003,"[H:20][CH:21](CC)CCCCCCCC.[OH:10]>>[H:20][OH:10].CCCCCCCC[CH:21]CC 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCCCCCCCC.[OH]>>CC[CH]CCCCCCCC.O,True,True,False,True,False
563,5043,"[H:20][CH:21](CC)OC(=O)C.[OH:10]>>[H:20][OH:10].CC[CH:21]OC(=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCOC(C)=O.[OH]>>CC[CH]OC(C)=O.O,True,True,False,True,False
564,5044,"[H:20][CH:21](C)COC(=O)C.[OH:10]>>[H:20][OH:10].C[CH:21]COC(=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCOC(C)=O.[OH]>>C[CH]COC(C)=O.O,True,True,False,True,False
565,5047,"[H:20][CH2:21]C(C)OC(=O)C.[OH:10]>>[H:20][OH:10].CC([CH2:21])OC(=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC(=O)OC(C)C.[OH]>>[CH2]C(C)OC(C)=O.O,True,True,False,True,False
566,5048,"[H:20][C:21](C)(C)OC(=O)C.[OH:10]>>[H:20][OH:10].C[C:21](C)OC(=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC(=O)OC(C)C.[OH]>>C[C](C)OC(C)=O.O,True,True,False,True,False
568,5053,"[H:20][CH:21](CCC)OCC(C)O.[OH:10]>>[H:20][OH:10].CCC[CH:21]OCC(C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCOCC(C)O.[OH]>>CCC[CH]OCC(C)O.O,True,True,False,True,False
570,5056,"[H:20][CH:21](C(C)O)OCCCC.[OH:10]>>[H:20][OH:10].CCCCO[CH:21]C(C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCOCC(C)O.[OH]>>CCCCO[CH]C(C)O.O,True,True,False,True,False
571,5057,"[H:20][C:21](C)(COCCCC)O.[OH:10]>>[H:20][OH:10].CCCCOC[C:21](C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCOCC(C)O.[OH]>>CCCCOC[C](C)O.O,True,True,False,True,False
572,5059,"[H:20][CH:21](C(=O)C)O.[OH:10]>>[H:20][OH:10].CC(=O)[CH:21]O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC(=O)CO.[OH]>>CC(=O)[CH]O.O,True,True,False,True,False
574,5063,"[H:20][C:21](=O)C(C)O.[OH:10]>>[H:20][OH:10].CC([C:21]=O)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC(O)C=O.[OH]>>CC(O)[C]=O.O,True,True,False,True,False
575,5222,"[H:20][O:21]C1=CC=CC=C1.O[O:10]>>[H:20][O:10]O.C1=CC=C(C=C1)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,Oc1ccccc1.[O]O>>[O]c1ccccc1.OO,True,True,False,True,False
576,5224,"CCCCC(CC)[C:21]([H:20])=O.CCCCC(CC)C(O[O:10])=O>>CCCCC(CC)[C:21]=O.CCCCC(CC)C(O[O:10][H:20])=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CCCCC(C=O)CC.CCCCC(CC)C(=O)O[O]>>CCCCC([C]=O)CC.CCCCC(CC)C(=O)OO,True,True,False,True,False
577,5226,"[H:20][CH:21]1CCCO1.CO[O:10]>>[H:20][O:10]OC.C1C[CH:21]OC1 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,C1CCOC1.CO[O]>>[CH]1CCCO1.COO,True,True,False,True,False
578,5230,"[H:20][O:21]C1=C(C(=O)OC1C(CO)O)O.[OH:10]>>[H:20][OH:10].C(C(C1C(=C(C(=O)O1)O)[O:21])O)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,O=C1OC(C(O)CO)C(O)=C1O.[OH]>>[O]C1=C(O)C(=O)OC1C(O)CO.O,True,True,False,True,False
579,5251,"[H:20][CH2:21]C=C(C)C.[OH:10]>>[H:20][OH:10].CC(=C[CH2:21])C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction,True,True,True,CC=C(C)C.[OH]>>[CH2]C=C(C)C.O,True,True,False,True,False
583,5298,"[H:1][C:2]1([CH2:4][CH2:5][CH2:6][CH2:7]1)[H:3].[H:9][O:8]>>[H:1][C:2]1[CH2:4][CH2:5][CH2:6][CH2:7]1.[H:9][O:8][H:3] 8-8,3;2,3-8,3;2,3-2",Room Temperature,Propagation,abstraction,True,True,True,C1CCCC1.[OH]>>[CH]1CCCC1.O,True,True,False,True,False
