,rxn_id,rxn_smiles,G_r,DG_TS,DG_TS_tunn
157,157,CCSCC.CC(C)([O])c1ccccc1>>C[CH]SCC.CC(C)(O)c1ccccc1,-11.6,11.70049185,11.70049185
158,158,C1CCCC1.CC(C)([O])c1ccccc1>>[CH]1CCCC1.CC(C)(O)c1ccccc1,-9.7,12.15709762,12.15709762
159,159,CC1CCCC1.CC(C)([O])c1ccccc1>>C[C]1CCCC1.CC(C)(O)c1ccccc1,-7.5,14.25337384,14.25337384
160,160,CC1CCCCC1.CC(C)([O])c1ccccc1>>C[C]1CCCCC1.CC(C)(O)c1ccccc1,-10.4,12.39645691,12.39645691
161,161,CC(C)(C)C1CCCCC1.CC(C)([O])c1ccccc1>>CC(C)(C)[C]1CCCCC1.CC(C)(O)c1ccccc1,-10.0,15.75442357,15.75442357
162,162,C[C@H]1CCCC[C@@H]1C.CC(C)([O])c1ccccc1>>C[C]1CCCC[C@@H]1C.CC(C)(O)c1ccccc1,-10.0,13.10816181,13.10816181
163,163,C[C@@H]1CCCC[C@@H]1C.CC(C)([O])c1ccccc1>>C[C]1CCCC[C@@H]1C.CC(C)(O)c1ccccc1,-11.0,11.86103965,11.86103965
164,164,C[C@H]1CC[C@H](C)CC1.CC(C)([O])c1ccccc1>>C[C]1CCC(C)CC1.CC(C)(O)c1ccccc1,-10.6,12.24363187,12.24363187
165,165,C[C@H]1CC[C@@H](C)CC1.CC(C)([O])c1ccccc1>>C[C]1CCC(C)CC1.CC(C)(O)c1ccccc1,-12.3,11.9116772,11.9116772
166,166,NCCCN.CC(C)([O])c1ccccc1>>N[CH]CCN.CC(C)(O)c1ccccc1,-14.5,9.694479174,9.694479174
167,167,CN(C)C=O.CC(C)([O])c1ccccc1>>[CH2]N(C)C=O.CC(C)(O)c1ccccc1,-11.0,14.00710816,14.00710816
168,168,CC(=O)N(C)C.CC(C)([O])c1ccccc1>>[CH2]N(C)C(C)=O.CC(C)(O)c1ccccc1,-11.6,13.31758072,13.31758072
169,169,CCN(C=O)CC.CC(C)([O])c1ccccc1>>C[CH]N(C=O)CC.CC(C)(O)c1ccccc1,-13.6,12.46826037,12.46826037
170,170,CCN(CC)C(C)=O.CC(C)([O])c1ccccc1>>C[CH]N(CC)C(C)=O.CC(C)(O)c1ccccc1,-13.8,12.39336517,12.39336517
171,171,CCC(=O)N(C)C.CC(C)([O])c1ccccc1>>[CH2]N(C)C(=O)CC.CC(C)(O)c1ccccc1,-12.5,12.71909808,12.71909808
172,172,CC(C)C(=O)N(C)C.CC(C)([O])c1ccccc1>>[CH2]N(C)C(=O)C(C)C.CC(C)(O)c1ccccc1,-12.2,11.74575101,11.74575101
173,173,CN(C)C(=O)C(C)(C)C.CC(C)([O])c1ccccc1>>[CH2]N(C)C(=O)C(C)(C)C.CC(C)(O)c1ccccc1,-11.5,13.30177124,13.30177124
174,174,CN(C)C(=O)CC(C)(C)C.CC(C)([O])c1ccccc1>>[CH2]N(C)C(=O)CC(C)(C)C.CC(C)(O)c1ccccc1,-12.6,12.31580431,12.31580431
175,175,C1CCCCCCC1.CC(C)([O])c1ccccc1>>[CH]1CCCCCCC1.CC(C)(O)c1ccccc1,-10.8,12.40164893,12.40164893
176,176,CCN(C)C(C)=O.CC(C)([O])c1ccccc1>>[CH2]CN(C)C(C)=O.CC(C)(O)c1ccccc1,-10.9,14.63644861,14.63644861
177,177,CCCCCN.CC(C)([O])c1ccccc1>>CCCC[CH]N.CC(C)(O)c1ccccc1,-13.1,11.59865513,11.59865513
178,178,NCCCCO.CC(C)([O])c1ccccc1>>N[CH]CCCO.CC(C)(O)c1ccccc1,-13.2,11.73348695,11.73348695
179,179,C1CCOC1.CC(C)([O])c1ccccc1>>[CH]1CCCO1.CC(C)(O)c1ccccc1,-10.9,11.94163139,11.94163139
180,180,C.CC(C)(C)[O]>>[CH3].CC(C)(C)O,1.2,17.99451818,17.99451818
181,181,CCC(C)CC.CC(C)(C)[O]>>[CH2]CC(C)CC.CC(C)(C)O,-4.3,17.32763192,17.32763192
182,182,CCC(C)CC.CC(C)(C)[O]>>C[CH]C(C)CC.CC(C)(C)O,-8.1,15.55095282,15.55095282
183,183,CCC(C)CC.CC(C)(C)[O]>>CC[C](C)CC.CC(C)(C)O,-10.1,13.46349751,13.46349751
184,184,CCC(C)CC.CC(C)(C)[O]>>[CH2]C(CC)CC.CC(C)(C)O,-4.4,16.23863601,16.23863601
185,185,CCCCOC(C)=O.CC(C)(C)[O]>>CCC[CH]OC(C)=O.CC(C)(C)O,-6.6,15.94876278,15.94876278
186,186,CCCCOC(C)=O.CC(C)(C)[O]>>CC[CH]COC(C)=O.CC(C)(C)O,-6.4,18.59120802,18.59120802
187,187,CCCCOC(C)=O.CC(C)(C)[O]>>C[CH]CCOC(C)=O.CC(C)(C)O,-7.6,17.42730561,17.42730561
188,188,CCCCOC(C)=O.CC(C)(C)[O]>>[CH2]CCCOC(C)=O.CC(C)(C)O,-3.1,FALSE,FALSE
189,189,CCCCOCC.CC(C)(C)[O]>>CCC[CH]OCC.CC(C)(C)O,-10.4,14.256571,14.256571
190,190,C=CC.CC(C)(C)[O]>>[CH2]C=C.CC(C)(C)O,-17.3,15.17135069,15.17135069
191,191,C=CCC.CC(C)(C)[O]>>C=C[CH]C.CC(C)(C)O,-21.4,12.9760948,12.9760948
192,192,C=CC(C)C.CC(C)(C)[O]>>C=C[C](C)C.CC(C)(C)O,-23.6,12.35059221,12.35059221
193,193,Cc1ccccc1.CC(C)(C)[O]>>[CH2]c1ccccc1.CC(C)(C)O,-13.3,14.85768981,14.85768981
194,194,CCc1ccccc1.CC(C)(C)[O]>>C[CH]c1ccccc1.CC(C)(C)O,-18.1,12.8959304,12.8959304
195,195,CC(C)c1ccccc1.CC(C)(C)[O]>>C[C](C)c1ccccc1.CC(C)(C)O,-19.0,13.08751297,13.08751297
196,196,C=C(C)CCCCC.CC(C)(C)[O]>>[CH2]C(=C)CCCCC.CC(C)(C)O,-16.7,15.43064158,15.43064158
197,197,CCC(C)=O.CC(C)(C)[O]>>[CH2]C(=O)CC.CC(C)(C)O,-8.3,19.11403618,19.11403618
198,198,CCC(C)=O.CC(C)(C)[O]>>C[CH]C(C)=O.CC(C)(C)O,-13.0,16.31578021,16.31578021
199,199,CCCCCC(C)=O.CC(C)(C)[O]>>[CH2]C(=O)CCCCC.CC(C)(C)O,-8.6,18.15332213,18.15332213
200,200,CCCCOC(C)=O.CC(C)(C)[O]>>[CH2]C(=O)OCCCC.CC(C)(C)O,-4.8,20.0849002,20.0849002
201,201,CC#N.CC(C)(C)[O]>>[CH2]C#N.CC(C)(C)O,-7.1,19.22949362,19.22949362
202,202,CCC#N.CC(C)(C)[O]>>C[CH]C#N.CC(C)(C)O,-13.4,17.50809941,17.50809941
203,203,CC(C)C#N.CC(C)(C)[O]>>C[C](C)C#N.CC(C)(C)O,-18.2,14.80742877,14.80742877
204,204,CC.CC(C)(C)[O]>>[CH2]C.CC(C)(C)O,-4.3,16.8370613,16.8370613
205,205,CCC.CC(C)(C)[O]>>C[CH]C.CC(C)(C)O,-8.2,15.05230953,15.05230953
206,206,CCC.CC(C)(C)[O]>>[CH2]CC.CC(C)(C)O,-3.5,17.39893965,17.39893965
207,207,CCc1ccccc1.CC(C)(C)[O]>>[CH2]Cc1ccccc1.CC(C)(C)O,-3.4,16.89578456,16.89578456
208,208,CCOC(=O)c1ccccc1.CC(C)(C)[O]>>[CH2]COC(=O)c1ccccc1.CC(C)(C)O,-0.8,19.88403111,19.88403111
209,209,CCOC(=O)c1ccccc1.CC(C)(C)[O]>>C[CH]OC(=O)c1ccccc1.CC(C)(C)O,-7.1,16.9140313,16.9140313
210,210,CCOC(=O)Cc1ccccc1.CC(C)(C)[O]>>CCOC(=O)[CH]c1ccccc1.CC(C)(C)O,-17.0,17.77799522,17.77799522
211,211,COCc1ccccc1.CC(C)(C)[O]>>CO[CH]c1ccccc1.CC(C)(C)O,-22.3,11.28332634,11.28332634
212,212,COCc1ccccc1.CC(C)(C)[O]>>[CH2]OCc1ccccc1.CC(C)(C)O,-9.5,14.05286431,14.05286431
213,213,CNC(=O)c1ccccc1.CC(C)(C)[O]>>[CH2]NC(=O)c1ccccc1.CC(C)(C)O,-11.9,13.79384136,13.79384136
214,214,CC(=O)Nc1ccccc1.CC(C)(C)[O]>>[CH2]C(=O)Nc1ccccc1.CC(C)(C)O,-7.1,18.46954011,18.46954011
215,215,CNC(C)=O.CC(C)(C)[O]>>[CH2]NC(C)=O.CC(C)(C)O,-10.6,14.39251226,14.39251226
216,216,CNC(C)=O.CC(C)(C)[O]>>[CH2]C(=O)NC.CC(C)(C)O,-5.7,18.3320238,18.3320238
217,217,CCSCC.CC(C)(C)[O]>>C[CH]SCC.CC(C)(C)O,-11.8,13.29646187,13.29646187
218,218,C1CCCC1.CC(C)(C)[O]>>[CH]1CCCC1.CC(C)(C)O,-9.8,13.69345796,13.69345796
219,219,CC1CCCC1.CC(C)(C)[O]>>C[C]1CCCC1.CC(C)(C)O,-7.7,14.82319873,14.82319873
220,220,CC1CCCCC1.CC(C)(C)[O]>>C[C]1CCCCC1.CC(C)(C)O,-10.6,13.0549201,13.0549201
221,221,CC(C)(C)C1CCCCC1.CC(C)(C)[O]>>CC(C)(C)[C]1CCCCC1.CC(C)(C)O,-10.2,14.43155969,14.43155969
222,222,C[C@H]1CCCC[C@@H]1C.CC(C)(C)[O]>>C[C]1CCCC[C@@H]1C.CC(C)(C)O,-14.0,FALSE,FALSE
223,223,C[C@@H]1CCCC[C@@H]1C.CC(C)(C)[O]>>C[C]1CCCC[C@@H]1C.CC(C)(C)O,-11.2,11.96520945,11.96520945
224,224,C[C@H]1CC[C@H](C)CC1.CC(C)(C)[O]>>C[C]1CCC(C)CC1.CC(C)(C)O,-10.8,13.15922669,13.15922669
225,225,C[C@H]1CC[C@@H](C)CC1.CC(C)(C)[O]>>C[C]1CCC(C)CC1.CC(C)(C)O,-12.5,12.59379751,12.59379751
226,226,NCCCN.CC(C)(C)[O]>>N[CH]CCN.CC(C)(C)O,-14.7,10.57363449,10.57363449
227,227,CN(C)C=O.CC(C)(C)[O]>>[CH2]N(C)C=O.CC(C)(C)O,-11.2,13.93634198,13.93634198
228,228,CC(=O)N(C)C.CC(C)(C)[O]>>[CH2]N(C)C(C)=O.CC(C)(C)O,-11.8,14.49078095,14.49078095
229,229,CCN(C=O)CC.CC(C)(C)[O]>>C[CH]N(C=O)CC.CC(C)(C)O,-13.8,12.57937043,12.57937043
230,230,CCN(CC)C(C)=O.CC(C)(C)[O]>>C[CH]N(CC)C(C)=O.CC(C)(C)O,-14.0,13.87179128,13.87179128
231,231,CCC(=O)N(C)C.CC(C)(C)[O]>>[CH2]N(C)C(=O)CC.CC(C)(C)O,-12.7,13.72479706,13.72479706
232,232,CC(C)C(=O)N(C)C.CC(C)(C)[O]>>[CH2]N(C)C(=O)C(C)C.CC(C)(C)O,-12.3,13.53374098,13.53374098
233,233,CN(C)C(=O)C(C)(C)C.CC(C)(C)[O]>>[CH2]N(C)C(=O)C(C)(C)C.CC(C)(C)O,-11.7,14.2278028,14.2278028
234,234,CN(C)C(=O)CC(C)(C)C.CC(C)(C)[O]>>[CH2]N(C)C(=O)CC(C)(C)C.CC(C)(C)O,-12.8,13.44905599,13.44905599
235,235,C1CCCCCCC1.CC(C)(C)[O]>>[CH]1CCCCCCC1.CC(C)(C)O,-11.0,12.80615317,12.80615317
236,236,CCN(C)C(C)=O.CC(C)(C)[O]>>[CH2]CN(C)C(C)=O.CC(C)(C)O,-11.1,15.01895047,15.01895047
237,237,CCCCCN.CC(C)(C)[O]>>CCCC[CH]N.CC(C)(C)O,-13.3,12.11891426,12.11891426
238,238,NCCCCO.CC(C)(C)[O]>>N[CH]CCCO.CC(C)(C)O,-13.4,12.01292782,12.01292782
239,239,C1CCOC1.CC(C)(C)[O]>>[CH]1CCCO1.CC(C)(C)O,-11.1,12.46120026,12.46120026
240,240,C.[O]CC(Cl)(Cl)Cl>>[CH3].OCC(Cl)(Cl)Cl,1.2,18.13001892,18.13001892
241,241,CCC(C)CC.[O]CC(Cl)(Cl)Cl>>[CH2]CC(C)CC.OCC(Cl)(Cl)Cl,-4.2,13.59249411,13.59249411
242,242,CCC(C)CC.[O]CC(Cl)(Cl)Cl>>C[CH]C(C)CC.OCC(Cl)(Cl)Cl,-8.0,11.03601837,11.03601837
243,243,CCC(C)CC.[O]CC(Cl)(Cl)Cl>>CC[C](C)CC.OCC(Cl)(Cl)Cl,-10.0,10.19327244,10.19327244
244,244,CCC(C)CC.[O]CC(Cl)(Cl)Cl>>[CH2]C(CC)CC.OCC(Cl)(Cl)Cl,-4.3,13.90185654,13.90185654
245,245,CCCCOC(C)=O.[O]CC(Cl)(Cl)Cl>>CCC[CH]OC(C)=O.OCC(Cl)(Cl)Cl,-6.5,14.0311236,14.0311236
246,246,CCCCOC(C)=O.[O]CC(Cl)(Cl)Cl>>CC[CH]COC(C)=O.OCC(Cl)(Cl)Cl,-6.4,13.17582747,13.17582747
247,247,CCCCOC(C)=O.[O]CC(Cl)(Cl)Cl>>C[CH]CCOC(C)=O.OCC(Cl)(Cl)Cl,-7.5,12.25025022,12.25025022
248,248,CCCCOC(C)=O.[O]CC(Cl)(Cl)Cl>>[CH2]CCCOC(C)=O.OCC(Cl)(Cl)Cl,-3.0,14.94477816,14.94477816
249,249,CCCCOCC.[O]CC(Cl)(Cl)Cl>>CCC[CH]OCC.OCC(Cl)(Cl)Cl,-10.3,9.21059178,9.21059178
250,250,C=CC.[O]CC(Cl)(Cl)Cl>>[CH2]C=C.OCC(Cl)(Cl)Cl,-17.2,11.58508962,11.58508962
251,251,C=CCC.[O]CC(Cl)(Cl)Cl>>C=C[CH]C.OCC(Cl)(Cl)Cl,-21.4,10.2472383,10.2472383
252,252,C=CC(C)C.[O]CC(Cl)(Cl)Cl>>C=C[C](C)C.OCC(Cl)(Cl)Cl,-23.5,10.60805655,10.60805655
253,253,Cc1ccccc1.[O]CC(Cl)(Cl)Cl>>[CH2]c1ccccc1.OCC(Cl)(Cl)Cl,-13.2,11.58446211,11.58446211
254,254,CCc1ccccc1.[O]CC(Cl)(Cl)Cl>>C[CH]c1ccccc1.OCC(Cl)(Cl)Cl,-18.0,9.14784078,9.14784078
255,255,CC(C)c1ccccc1.[O]CC(Cl)(Cl)Cl>>C[C](C)c1ccccc1.OCC(Cl)(Cl)Cl,-18.9,11.71310166,11.71310166
256,256,C=C(C)CCCCC.[O]CC(Cl)(Cl)Cl>>[CH2]C(=C)CCCCC.OCC(Cl)(Cl)Cl,-16.6,10.70030052,10.70030052
257,257,CCC(C)=O.[O]CC(Cl)(Cl)Cl>>[CH2]C(=O)CC.OCC(Cl)(Cl)Cl,-8.3,16.65725295,16.65725295
258,258,CCC(C)=O.[O]CC(Cl)(Cl)Cl>>C[CH]C(C)=O.OCC(Cl)(Cl)Cl,-12.9,15.37713255,15.37713255
259,259,CCCCCC(C)=O.[O]CC(Cl)(Cl)Cl>>[CH2]C(=O)CCCCC.OCC(Cl)(Cl)Cl,-8.5,16.4909628,16.4909628
260,260,CCCCOC(C)=O.[O]CC(Cl)(Cl)Cl>>[CH2]C(=O)OCCCC.OCC(Cl)(Cl)Cl,-4.8,19.41453189,19.41453189
261,261,CC#N.[O]CC(Cl)(Cl)Cl>>[CH2]C#N.OCC(Cl)(Cl)Cl,-7.0,19.68436119,19.68436119
262,262,CCC#N.[O]CC(Cl)(Cl)Cl>>C[CH]C#N.OCC(Cl)(Cl)Cl,-13.3,16.72376901,16.72376901
263,263,CC(C)C#N.[O]CC(Cl)(Cl)Cl>>C[C](C)C#N.OCC(Cl)(Cl)Cl,-18.2,14.90712756,14.90712756
264,264,CC.[O]CC(Cl)(Cl)Cl>>[CH2]C.OCC(Cl)(Cl)Cl,-4.3,14.40714491,14.40714491
265,265,CCC.[O]CC(Cl)(Cl)Cl>>C[CH]C.OCC(Cl)(Cl)Cl,-8.2,12.06954366,12.06954366
266,266,CCC.[O]CC(Cl)(Cl)Cl>>[CH2]CC.OCC(Cl)(Cl)Cl,-3.4,14.36222047,14.36222047
267,267,CCc1ccccc1.[O]CC(Cl)(Cl)Cl>>[CH2]Cc1ccccc1.OCC(Cl)(Cl)Cl,-3.4,14.99630301,14.99630301
268,268,CCOC(=O)c1ccccc1.[O]CC(Cl)(Cl)Cl>>[CH2]COC(=O)c1ccccc1.OCC(Cl)(Cl)Cl,-0.8,17.04579647,17.04579647
269,269,CCOC(=O)c1ccccc1.[O]CC(Cl)(Cl)Cl>>C[CH]OC(=O)c1ccccc1.OCC(Cl)(Cl)Cl,-7.1,12.86127114,12.86127114
270,270,CCOC(=O)Cc1ccccc1.[O]CC(Cl)(Cl)Cl>>CCOC(=O)[CH]c1ccccc1.OCC(Cl)(Cl)Cl,-17.0,13.01833689,13.01833689
271,271,COCc1ccccc1.[O]CC(Cl)(Cl)Cl>>CO[CH]c1ccccc1.OCC(Cl)(Cl)Cl,-22.2,8.07920129,8.07920129
272,272,COCc1ccccc1.[O]CC(Cl)(Cl)Cl>>[CH2]OCc1ccccc1.OCC(Cl)(Cl)Cl,-9.4,13.79564796,13.79564796
273,273,CNC(=O)c1ccccc1.[O]CC(Cl)(Cl)Cl>>[CH2]NC(=O)c1ccccc1.OCC(Cl)(Cl)Cl,-11.8,12.11619024,12.11619024
274,274,CC(=O)Nc1ccccc1.[O]CC(Cl)(Cl)Cl>>[CH2]C(=O)Nc1ccccc1.OCC(Cl)(Cl)Cl,-7.1,16.29245315,16.29245315
275,275,CNC(C)=O.[O]CC(Cl)(Cl)Cl>>[CH2]NC(C)=O.OCC(Cl)(Cl)Cl,-10.6,11.17040215,11.17040215
276,276,CNC(C)=O.[O]CC(Cl)(Cl)Cl>>[CH2]C(=O)NC.OCC(Cl)(Cl)Cl,-5.6,18.62114213,18.62114213
277,277,CCSCC.[O]CC(Cl)(Cl)Cl>>C[CH]SCC.OCC(Cl)(Cl)Cl,-11.7,10.15421747,10.15421747
278,278,C1CCCC1.[O]CC(Cl)(Cl)Cl>>[CH]1CCCC1.OCC(Cl)(Cl)Cl,-9.8,10.73717364,10.73717364
279,279,CC1CCCC1.[O]CC(Cl)(Cl)Cl>>C[C]1CCCC1.OCC(Cl)(Cl)Cl,-7.7,11.84059098,11.84059098
280,280,CC1CCCCC1.[O]CC(Cl)(Cl)Cl>>C[C]1CCCCC1.OCC(Cl)(Cl)Cl,-10.6,10.62444962,10.62444962
281,281,CC(C)(C)C1CCCCC1.[O]CC(Cl)(Cl)Cl>>CC(C)(C)[C]1CCCCC1.OCC(Cl)(Cl)Cl,-10.1,12.12148203,12.12148203
282,282,C[C@H]1CCCC[C@@H]1C.[O]CC(Cl)(Cl)Cl>>C[C]1CCCC[C@@H]1C.OCC(Cl)(Cl)Cl,-10.1,10.64640055,10.64640055
283,283,C[C@@H]1CCCC[C@@H]1C.[O]CC(Cl)(Cl)Cl>>C[C]1CCCC[C@@H]1C.OCC(Cl)(Cl)Cl,-11.2,9.333480201,9.333480201
284,284,C[C@H]1CC[C@H](C)CC1.[O]CC(Cl)(Cl)Cl>>C[C]1CCC(C)CC1.OCC(Cl)(Cl)Cl,-10.7,10.18100776,10.18100776
285,285,C[C@H]1CC[C@@H](C)CC1.[O]CC(Cl)(Cl)Cl>>C[C]1CCC(C)CC1.OCC(Cl)(Cl)Cl,-12.4,9.59856929,9.59856929
286,286,NCCCN.[O]CC(Cl)(Cl)Cl>>N[CH]CCN.OCC(Cl)(Cl)Cl,-14.6,9.586627775,9.586627775
287,287,CN(C)C=O.[O]CC(Cl)(Cl)Cl>>[CH2]N(C)C=O.OCC(Cl)(Cl)Cl,-11.2,12.10036569,12.10036569
288,288,CC(=O)N(C)C.[O]CC(Cl)(Cl)Cl>>[CH2]N(C)C(C)=O.OCC(Cl)(Cl)Cl,-11.8,11.07372419,11.07372419
289,289,CCN(C=O)CC.[O]CC(Cl)(Cl)Cl>>C[CH]N(C=O)CC.OCC(Cl)(Cl)Cl,-13.7,11.08599829,11.08599829
290,290,CCN(CC)C(C)=O.[O]CC(Cl)(Cl)Cl>>C[CH]N(CC)C(C)=O.OCC(Cl)(Cl)Cl,-14.0,10.54577493,10.54577493
291,291,CCC(=O)N(C)C.[O]CC(Cl)(Cl)Cl>>[CH2]N(C)C(=O)CC.OCC(Cl)(Cl)Cl,-12.6,9.975570396,9.975570396
292,292,CC(C)C(=O)N(C)C.[O]CC(Cl)(Cl)Cl>>[CH2]N(C)C(=O)C(C)C.OCC(Cl)(Cl)Cl,-12.3,9.162635583,9.162635583
293,293,CN(C)C(=O)C(C)(C)C.[O]CC(Cl)(Cl)Cl>>[CH2]N(C)C(=O)C(C)(C)C.OCC(Cl)(Cl)Cl,-11.6,11.38522078,11.38522078
294,294,CN(C)C(=O)CC(C)(C)C.[O]CC(Cl)(Cl)Cl>>[CH2]N(C)C(=O)CC(C)(C)C.OCC(Cl)(Cl)Cl,-12.7,10.572825,10.572825
295,295,C1CCCCCCC1.[O]CC(Cl)(Cl)Cl>>[CH]1CCCCCCC1.OCC(Cl)(Cl)Cl,-10.9,10.67131207,10.67131207
296,296,CCN(C)C(C)=O.[O]CC(Cl)(Cl)Cl>>[CH2]CN(C)C(C)=O.OCC(Cl)(Cl)Cl,-11.1,11.80377434,11.80377434
297,297,CCCCCN.[O]CC(Cl)(Cl)Cl>>CCCC[CH]N.OCC(Cl)(Cl)Cl,-13.3,10.68786327,10.68786327
298,298,NCCCCO.[O]CC(Cl)(Cl)Cl>>N[CH]CCCO.OCC(Cl)(Cl)Cl,-13.3,11.40167033,11.40167033
299,299,C1CCOC1.[O]CC(Cl)(Cl)Cl>>[CH]1CCCO1.OCC(Cl)(Cl)Cl,-11.0,10.0229474,10.0229474
